timestamp,model_name,model_tier,model_params,provider,item_id,item_text,gold_label,category,difficulty,run_number,prediction,correct,latency_ms,raw_output,error
2026-03-11T09:26:15.948774,Llama-3.2-3B,SLM,3B,ollama,UC3_013,I see an unrecognized charge of $29.99 on my account this month.,BILLING,BILLING,easy,1,BILLING,True,8227,BILLING,
2026-03-11T09:26:16.161210,Llama-3.2-3B,SLM,3B,ollama,UC3_013,I see an unrecognized charge of $29.99 on my account this month.,BILLING,BILLING,easy,2,BILLING,True,191,BILLING,
2026-03-11T09:26:16.381157,Llama-3.2-3B,SLM,3B,ollama,UC3_013,I see an unrecognized charge of $29.99 on my account this month.,BILLING,BILLING,easy,3,BILLING,True,201,BILLING,
2026-03-11T09:26:18.201223,Llama-3.2-3B,SLM,3B,ollama,UC3_014,I need to set up automatic payments so I never miss my monthly due date.,BILLING,BILLING,easy,1,BILLING,True,794,BILLING,
2026-03-11T09:26:18.410801,Llama-3.2-3B,SLM,3B,ollama,UC3_014,I need to set up automatic payments so I never miss my monthly due date.,BILLING,BILLING,easy,2,BILLING,True,191,BILLING,
2026-03-11T09:26:18.626856,Llama-3.2-3B,SLM,3B,ollama,UC3_014,I need to set up automatic payments so I never miss my monthly due date.,BILLING,BILLING,easy,3,BILLING,True,197,BILLING,
2026-03-11T09:26:20.240311,Llama-3.2-3B,SLM,3B,ollama,UC3_015,The promotional coupon I received by email is not being accepted at checkout.,BILLING,BILLING,medium,1,BILLING,True,584,BILLING,
2026-03-11T09:26:20.465304,Llama-3.2-3B,SLM,3B,ollama,UC3_015,The promotional coupon I received by email is not being accepted at checkout.,BILLING,BILLING,medium,2,BILLING,True,195,BILLING,
2026-03-11T09:26:20.673648,Llama-3.2-3B,SLM,3B,ollama,UC3_015,The promotional coupon I received by email is not being accepted at checkout.,BILLING,BILLING,medium,3,BILLING,True,177,BILLING,
2026-03-11T09:26:22.291183,Llama-3.2-3B,SLM,3B,ollama,UC3_016,My payment failed but the charge still appears on my bank statement.,BILLING,BILLING,medium,1,BILLING,True,582,BILLING,
2026-03-11T09:26:22.506202,Llama-3.2-3B,SLM,3B,ollama,UC3_016,My payment failed but the charge still appears on my bank statement.,BILLING,BILLING,medium,2,BILLING,True,184,BILLING,
2026-03-11T09:26:22.723831,Llama-3.2-3B,SLM,3B,ollama,UC3_016,My payment failed but the charge still appears on my bank statement.,BILLING,BILLING,medium,3,BILLING,True,188,BILLING,
2026-03-11T09:26:24.424599,Llama-3.2-3B,SLM,3B,ollama,UC3_017,I upgraded mid-month. How is the prorated charge calculated and when will I see ...,BILLING,BILLING,hard,1,BILLING,True,665,BILLING,
2026-03-11T09:26:24.637504,Llama-3.2-3B,SLM,3B,ollama,UC3_017,I upgraded mid-month. How is the prorated charge calculated and when will I see ...,BILLING,BILLING,hard,2,BILLING,True,183,BILLING,
2026-03-11T09:26:24.853365,Llama-3.2-3B,SLM,3B,ollama,UC3_017,I upgraded mid-month. How is the prorated charge calculated and when will I see ...,BILLING,BILLING,hard,3,BILLING,True,186,BILLING,
2026-03-11T09:26:26.546254,Llama-3.2-3B,SLM,3B,ollama,UC3_030,The screen shows a blank white page for every member of my team since this morni...,TECHNICAL,TECHNICAL,easy,1,TECHNICAL,True,661,TECHNICAL,
2026-03-11T09:26:26.799789,Llama-3.2-3B,SLM,3B,ollama,UC3_030,The screen shows a blank white page for every member of my team since this morni...,TECHNICAL,TECHNICAL,easy,2,TECHNICAL,True,225,TECHNICAL,
2026-03-11T09:26:27.066697,Llama-3.2-3B,SLM,3B,ollama,UC3_030,The screen shows a blank white page for every member of my team since this morni...,TECHNICAL,TECHNICAL,easy,3,TECHNICAL,True,237,TECHNICAL,
2026-03-11T09:26:28.760862,Llama-3.2-3B,SLM,3B,ollama,UC3_031,I keep getting a permission denied error when I try to open a shared folder.,TECHNICAL,TECHNICAL,easy,1,TECHNICAL,True,660,TECHNICAL,
2026-03-11T09:26:29.025252,Llama-3.2-3B,SLM,3B,ollama,UC3_031,I keep getting a permission denied error when I try to open a shared folder.,TECHNICAL,TECHNICAL,easy,2,TECHNICAL,True,235,TECHNICAL,
2026-03-11T09:26:29.310628,Llama-3.2-3B,SLM,3B,ollama,UC3_031,I keep getting a permission denied error when I try to open a shared folder.,TECHNICAL,TECHNICAL,easy,3,TECHNICAL,True,256,TECHNICAL,
2026-03-11T09:26:31.081388,Llama-3.2-3B,SLM,3B,ollama,UC3_032,The integration with Slack stopped sending notifications yesterday after working...,TECHNICAL,TECHNICAL,medium,1,TECHNICAL,True,733,TECHNICAL,
2026-03-11T09:26:31.341166,Llama-3.2-3B,SLM,3B,ollama,UC3_032,The integration with Slack stopped sending notifications yesterday after working...,TECHNICAL,TECHNICAL,medium,2,TECHNICAL,True,237,TECHNICAL,
2026-03-11T09:26:31.613727,Llama-3.2-3B,SLM,3B,ollama,UC3_032,The integration with Slack stopped sending notifications yesterday after working...,TECHNICAL,TECHNICAL,medium,3,TECHNICAL,True,245,TECHNICAL,
2026-03-11T09:26:33.377719,Llama-3.2-3B,SLM,3B,ollama,UC3_033,I am unable to install the software on Windows 11. The installer fails at the la...,TECHNICAL,TECHNICAL,medium,1,TECHNICAL,True,730,TECHNICAL,
2026-03-11T09:26:33.638571,Llama-3.2-3B,SLM,3B,ollama,UC3_033,I am unable to install the software on Windows 11. The installer fails at the la...,TECHNICAL,TECHNICAL,medium,2,TECHNICAL,True,231,TECHNICAL,
2026-03-11T09:26:33.892433,Llama-3.2-3B,SLM,3B,ollama,UC3_033,I am unable to install the software on Windows 11. The installer fails at the la...,TECHNICAL,TECHNICAL,medium,3,TECHNICAL,True,225,TECHNICAL,
2026-03-11T09:26:35.578348,Llama-3.2-3B,SLM,3B,ollama,UC3_034,The API endpoint we rely on stopped returning data after your deployment last ni...,TECHNICAL,TECHNICAL,hard,1,TECHNICAL,True,652,TECHNICAL,
2026-03-11T09:26:35.837649,Llama-3.2-3B,SLM,3B,ollama,UC3_034,The API endpoint we rely on stopped returning data after your deployment last ni...,TECHNICAL,TECHNICAL,hard,2,TECHNICAL,True,230,TECHNICAL,
2026-03-11T09:26:36.099350,Llama-3.2-3B,SLM,3B,ollama,UC3_034,The API endpoint we rely on stopped returning data after your deployment last ni...,TECHNICAL,TECHNICAL,hard,3,TECHNICAL,True,232,TECHNICAL,
2026-03-11T09:26:37.764475,Llama-3.2-3B,SLM,3B,ollama,UC3_047,I cannot access my account. I think I may have used a different email address wh...,ACCOUNT,ACCOUNT,easy,1,ACCOUNT,True,640,ACCOUNT,
2026-03-11T09:26:37.947681,Llama-3.2-3B,SLM,3B,ollama,UC3_047,I cannot access my account. I think I may have used a different email address wh...,ACCOUNT,ACCOUNT,easy,2,ACCOUNT,True,153,ACCOUNT,
2026-03-11T09:26:38.130342,Llama-3.2-3B,SLM,3B,ollama,UC3_047,I cannot access my account. I think I may have used a different email address wh...,ACCOUNT,ACCOUNT,easy,3,ACCOUNT,True,153,ACCOUNT,
2026-03-11T09:26:39.717072,Llama-3.2-3B,SLM,3B,ollama,UC3_048,I want to enable two-factor authentication on my account for added security.,ACCOUNT,ACCOUNT,easy,1,ACCOUNT,True,550,ACCOUNT,
2026-03-11T09:26:39.900384,Llama-3.2-3B,SLM,3B,ollama,UC3_048,I want to enable two-factor authentication on my account for added security.,ACCOUNT,ACCOUNT,easy,2,ACCOUNT,True,154,ACCOUNT,
2026-03-11T09:26:40.081103,Llama-3.2-3B,SLM,3B,ollama,UC3_048,I want to enable two-factor authentication on my account for added security.,ACCOUNT,ACCOUNT,easy,3,ACCOUNT,True,153,ACCOUNT,
2026-03-11T09:26:41.696066,Llama-3.2-3B,SLM,3B,ollama,UC3_049,I accidentally created two accounts using different email addresses. Can they be...,ACCOUNT,ACCOUNT,medium,1,ACCOUNT,True,584,ACCOUNT,
2026-03-11T09:26:41.881846,Llama-3.2-3B,SLM,3B,ollama,UC3_049,I accidentally created two accounts using different email addresses. Can they be...,ACCOUNT,ACCOUNT,medium,2,ACCOUNT,True,155,ACCOUNT,
2026-03-11T09:26:42.062077,Llama-3.2-3B,SLM,3B,ollama,UC3_049,I accidentally created two accounts using different email addresses. Can they be...,ACCOUNT,ACCOUNT,medium,3,ACCOUNT,True,152,ACCOUNT,
2026-03-11T09:26:43.780223,Llama-3.2-3B,SLM,3B,ollama,UC3_050,I need to set up single sign-on for my organization so employees can log in with...,ACCOUNT,ACCOUNT,medium,1,ACCOUNT,True,684,ACCOUNT,
2026-03-11T09:26:43.971405,Llama-3.2-3B,SLM,3B,ollama,UC3_050,I need to set up single sign-on for my organization so employees can log in with...,ACCOUNT,ACCOUNT,medium,2,ACCOUNT,True,161,ACCOUNT,
2026-03-11T09:26:44.163949,Llama-3.2-3B,SLM,3B,ollama,UC3_050,I need to set up single sign-on for my organization so employees can log in with...,ACCOUNT,ACCOUNT,medium,3,ACCOUNT,True,161,ACCOUNT,
2026-03-11T09:26:45.795897,Llama-3.2-3B,SLM,3B,ollama,UC3_051,I am taking over a former employee's responsibilities and need ownership of thei...,ACCOUNT,ACCOUNT,hard,1,ACCOUNT,True,603,ACCOUNT,
2026-03-11T09:26:45.999681,Llama-3.2-3B,SLM,3B,ollama,UC3_051,I am taking over a former employee's responsibilities and need ownership of thei...,ACCOUNT,ACCOUNT,hard,2,ACCOUNT,True,174,ACCOUNT,
