timestamp,model_name,model_tier,model_params,provider,item_id,item_text,gold_label,category,difficulty,run_number,prediction,correct,latency_ms,raw_output,error
2026-03-03T20:27:12.310784,Llama-3.2-3B,SLM,3B,ollama,UC4_029,"Brilliant, thought-provoking and beautifully written. This book changed the way ...",POSITIVE,Books,easy,1,POSITIVE,True,9053,POSITIVE,
2026-03-03T20:27:12.614427,Llama-3.2-3B,SLM,3B,ollama,UC4_029,"Brilliant, thought-provoking and beautifully written. This book changed the way ...",POSITIVE,Books,easy,2,POSITIVE,True,263,POSITIVE,
2026-03-03T20:27:12.846994,Llama-3.2-3B,SLM,3B,ollama,UC4_029,"Brilliant, thought-provoking and beautifully written. This book changed the way ...",POSITIVE,Books,easy,3,POSITIVE,True,208,POSITIVE,
2026-03-03T20:27:14.649279,Llama-3.2-3B,SLM,3B,ollama,UC4_030,The first half was slow but the second half more than made up for it. By the end...,POSITIVE,Books,medium,1,POSITIVE,True,770,POSITIVE,
2026-03-03T20:27:14.860201,Llama-3.2-3B,SLM,3B,ollama,UC4_030,The first half was slow but the second half more than made up for it. By the end...,POSITIVE,Books,medium,2,POSITIVE,True,182,POSITIVE,
2026-03-03T20:27:15.066246,Llama-3.2-3B,SLM,3B,ollama,UC4_030,The first half was slow but the second half more than made up for it. By the end...,POSITIVE,Books,medium,3,POSITIVE,True,177,POSITIVE,
2026-03-03T20:27:16.884736,Llama-3.2-3B,SLM,3B,ollama,UC4_031,Not my usual genre but I am so glad I gave it a chance. Completely captivating f...,POSITIVE,Books,medium,1,POSITIVE,True,782,POSITIVE,
2026-03-03T20:27:17.121797,Llama-3.2-3B,SLM,3B,ollama,UC4_031,Not my usual genre but I am so glad I gave it a chance. Completely captivating f...,POSITIVE,Books,medium,2,POSITIVE,True,208,POSITIVE,
2026-03-03T20:27:17.358535,Llama-3.2-3B,SLM,3B,ollama,UC4_031,Not my usual genre but I am so glad I gave it a chance. Completely captivating f...,POSITIVE,Books,medium,3,POSITIVE,True,208,POSITIVE,
2026-03-03T20:27:19.129880,Llama-3.2-3B,SLM,3B,ollama,UC4_032,Dense and demanding reading that requires real concentration but the payoff is e...,POSITIVE,Books,hard,1,POSITIVE,True,747,POSITIVE,
2026-03-03T20:27:19.370199,Llama-3.2-3B,SLM,3B,ollama,UC4_032,Dense and demanding reading that requires real concentration but the payoff is e...,POSITIVE,Books,hard,2,POSITIVE,True,211,POSITIVE,
2026-03-03T20:27:19.601829,Llama-3.2-3B,SLM,3B,ollama,UC4_032,Dense and demanding reading that requires real concentration but the payoff is e...,POSITIVE,Books,hard,3,POSITIVE,True,207,POSITIVE,
