timestamp,model_name,model_tier,model_params,provider,item_id,item_text,gold_label,category,difficulty,run_number,prediction,correct,latency_ms,raw_output,error
2026-04-13T11:08:35.165833,Llama-3.2-3B,SLM,3B,ollama,UC5_015,"app.put('/profile', (req, res) => {
    User.findByIdAndUpdate(req.user.id, req....",SECURITY,SEC_Auth,hard,1,BEST_PRACTICE,False,1100,BEST_PRACTICE,
2026-04-13T11:08:35.411258,Llama-3.2-3B,SLM,3B,ollama,UC5_015,"app.put('/profile', (req, res) => {
    User.findByIdAndUpdate(req.user.id, req....",SECURITY,SEC_Auth,hard,2,BEST_PRACTICE,False,232,BEST_PRACTICE,
2026-04-13T11:08:35.656402,Llama-3.2-3B,SLM,3B,ollama,UC5_015,"app.put('/profile', (req, res) => {
    User.findByIdAndUpdate(req.user.id, req....",SECURITY,SEC_Auth,hard,3,BEST_PRACTICE,False,233,BEST_PRACTICE,
2026-04-13T11:08:37.844745,Llama-3.2-3B,SLM,3B,ollama,UC5_016,"def search_products(filters):
    where_clauses = [f""{k} = '{v}'"" for k, v in fi...",SECURITY,SEC_Injection,hard,1,LOGIC_ERROR,False,1172,LOGIC_ERROR,
2026-04-13T11:08:38.067843,Llama-3.2-3B,SLM,3B,ollama,UC5_016,"def search_products(filters):
    where_clauses = [f""{k} = '{v}'"" for k, v in fi...",SECURITY,SEC_Injection,hard,2,LOGIC_ERROR,False,213,LOGIC_ERROR,
2026-04-13T11:08:38.293695,Llama-3.2-3B,SLM,3B,ollama,UC5_016,"def search_products(filters):
    where_clauses = [f""{k} = '{v}'"" for k, v in fi...",SECURITY,SEC_Injection,hard,3,LOGIC_ERROR,False,216,LOGIC_ERROR,
2026-04-13T11:08:40.402975,Llama-3.2-3B,SLM,3B,ollama,UC5_017,"@app.route('/api/invoice/<invoice_id>')
@login_required
def get_invoice(invoice_...",SECURITY,SEC_Auth,hard,1,BEST_PRACTICE,False,1092,BEST_PRACTICE,
2026-04-13T11:08:40.654147,Llama-3.2-3B,SLM,3B,ollama,UC5_017,"@app.route('/api/invoice/<invoice_id>')
@login_required
def get_invoice(invoice_...",SECURITY,SEC_Auth,hard,2,BEST_PRACTICE,False,242,BEST_PRACTICE,
2026-04-13T11:08:40.921875,Llama-3.2-3B,SLM,3B,ollama,UC5_017,"@app.route('/api/invoice/<invoice_id>')
@login_required
def get_invoice(invoice_...",SECURITY,SEC_Auth,hard,3,BEST_PRACTICE,False,258,BEST_PRACTICE,
2026-04-13T11:08:42.775287,Llama-3.2-3B,SLM,3B,ollama,UC5_018,"import pickle

def load_session(data):
    return pickle.loads(base64.b64decode(...",SECURITY,SEC_Injection,hard,1,BEST_PRACTICE,False,838,BEST_PRACTICE,
2026-04-13T11:08:43.041846,Llama-3.2-3B,SLM,3B,ollama,UC5_018,"import pickle

def load_session(data):
    return pickle.loads(base64.b64decode(...",SECURITY,SEC_Injection,hard,2,BEST_PRACTICE,False,257,BEST_PRACTICE,
2026-04-13T11:08:43.315842,Llama-3.2-3B,SLM,3B,ollama,UC5_018,"import pickle

def load_session(data):
    return pickle.loads(base64.b64decode(...",SECURITY,SEC_Injection,hard,3,BEST_PRACTICE,False,265,BEST_PRACTICE,
2026-04-13T11:08:45.433385,Llama-3.2-3B,SLM,3B,ollama,UC5_019,"const name = new URLSearchParams(window.location.search).get('name');
document.g...",SECURITY,SEC_XSS,hard,1,BEST_PRACTICE,False,1101,BEST_PRACTICE,
2026-04-13T11:08:45.686369,Llama-3.2-3B,SLM,3B,ollama,UC5_019,"const name = new URLSearchParams(window.location.search).get('name');
document.g...",SECURITY,SEC_XSS,hard,2,BEST_PRACTICE,False,243,BEST_PRACTICE,
2026-04-13T11:08:46.019871,Llama-3.2-3B,SLM,3B,ollama,UC5_019,"const name = new URLSearchParams(window.location.search).get('name');
document.g...",SECURITY,SEC_XSS,hard,3,BEST_PRACTICE,False,325,BEST_PRACTICE,
2026-04-13T11:08:48.152884,Llama-3.2-3B,SLM,3B,ollama,UC5_020,"const decoded = jwt.verify(token, SECRET, { algorithms: ['HS256', 'none'] });
if...",SECURITY,SEC_Auth,hard,1,BEST_PRACTICE,False,1118,BEST_PRACTICE,
2026-04-13T11:08:48.397206,Llama-3.2-3B,SLM,3B,ollama,UC5_020,"const decoded = jwt.verify(token, SECRET, { algorithms: ['HS256', 'none'] });
if...",SECURITY,SEC_Auth,hard,2,BEST_PRACTICE,False,235,BEST_PRACTICE,
2026-04-13T11:08:48.647432,Llama-3.2-3B,SLM,3B,ollama,UC5_020,"const decoded = jwt.verify(token, SECRET, { algorithms: ['HS256', 'none'] });
if...",SECURITY,SEC_Auth,hard,3,BEST_PRACTICE,False,238,BEST_PRACTICE,
2026-04-13T11:08:50.775141,Llama-3.2-3B,SLM,3B,ollama,UC5_035,"def transfer(from_acct, to_acct, amount):
    if from_acct.balance >= amount:
  ...",LOGIC_ERROR,LOGIC_Race,hard,1,BEST_PRACTICE,False,1111,BEST_PRACTICE,
2026-04-13T11:08:51.013760,Llama-3.2-3B,SLM,3B,ollama,UC5_035,"def transfer(from_acct, to_acct, amount):
    if from_acct.balance >= amount:
  ...",LOGIC_ERROR,LOGIC_Race,hard,2,BEST_PRACTICE,False,227,BEST_PRACTICE,
