timestamp,model_name,model_tier,model_params,provider,item_id,item_text,gold_label,category,difficulty,run_number,prediction,correct,latency_ms,raw_output,error
2026-03-03T16:55:45.293105,Llama-3.2-3B,SLM,3B,ollama,UC1_050,Twitter/X: We received a password reset request. Reset link: twitter-password-re...,THREAT,T3_Account_Takeover,medium,1,BENIGN,False,8709,BENIGN,
2026-03-03T16:55:45.635894,Llama-3.2-3B,SLM,3B,ollama,UC1_050,Twitter/X: We received a password reset request. Reset link: twitter-password-re...,THREAT,T3_Account_Takeover,medium,2,BENIGN,False,321,BENIGN,
2026-03-03T16:55:45.877091,Llama-3.2-3B,SLM,3B,ollama,UC1_050,Twitter/X: We received a password reset request. Reset link: twitter-password-re...,THREAT,T3_Account_Takeover,medium,3,BENIGN,False,222,BENIGN,
2026-03-03T16:55:47.672264,Llama-3.2-3B,SLM,3B,ollama,UC1_051,You have 3 unread voicemails. Listen at: bit.ly/voicemail-listen-now,THREAT,T4_Malware,easy,1,BENIGN,False,762,BENIGN,
2026-03-03T16:55:47.903447,Llama-3.2-3B,SLM,3B,ollama,UC1_051,You have 3 unread voicemails. Listen at: bit.ly/voicemail-listen-now,THREAT,T4_Malware,easy,2,BENIGN,False,208,BENIGN,
2026-03-03T16:55:48.134983,Llama-3.2-3B,SLM,3B,ollama,UC1_051,You have 3 unread voicemails. Listen at: bit.ly/voicemail-listen-now,THREAT,T4_Malware,easy,3,BENIGN,False,203,BENIGN,
2026-03-03T16:55:49.952927,Llama-3.2-3B,SLM,3B,ollama,UC1_052,Your phone has 4 viruses! Install our free security app to remove them now: phon...,THREAT,T4_Malware,medium,1,THREAT,True,782,THREAT,
2026-03-03T16:55:50.189086,Llama-3.2-3B,SLM,3B,ollama,UC1_052,Your phone has 4 viruses! Install our free security app to remove them now: phon...,THREAT,T4_Malware,medium,2,THREAT,True,206,THREAT,
2026-03-03T16:55:50.425231,Llama-3.2-3B,SLM,3B,ollama,UC1_052,Your phone has 4 viruses! Install our free security app to remove them now: phon...,THREAT,T4_Malware,medium,3,THREAT,True,206,THREAT,
2026-03-03T16:55:52.177013,Llama-3.2-3B,SLM,3B,ollama,UC1_053,Your friend tagged you in a photo. View it here: photo-tag-viewer.com/id=48291,THREAT,T4_Malware,hard,1,BENIGN,False,728,BENIGN,
2026-03-03T16:55:52.438180,Llama-3.2-3B,SLM,3B,ollama,UC1_053,Your friend tagged you in a photo. View it here: photo-tag-viewer.com/id=48291,THREAT,T4_Malware,hard,2,BENIGN,False,232,BENIGN,
2026-03-03T16:55:52.671598,Llama-3.2-3B,SLM,3B,ollama,UC1_053,Your friend tagged you in a photo. View it here: photo-tag-viewer.com/id=48291,THREAT,T4_Malware,hard,3,BENIGN,False,204,BENIGN,
